sno,origin_lat,origin_lon,destination_lat,destination_lon,routing,distance,time,concentration,exposure,default_smoke,default_time,u_turn_costs,time_factor,pollution_factor,algorithm,curbside
0,28.715232849121094,77.2060546875,28.57415771484375,77.19537353515625,fastest,21406.239395009787,31.0,22666.0,702646.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
1,28.715232849121094,77.2060546875,28.57415771484375,77.19537353515625,greenest,21406.239395009787,31.0,22666.0,702646.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
2,28.715232849121094,77.2060546875,28.57415771484375,77.19537353515625,balanced,21406.239395009787,31.0,22666.0,702646.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
3,28.715232849121094,77.2060546875,28.57415771484375,77.19537353515625,shortest,19343.61639500978,39.0,18949.0,739011.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
4,28.669578552246094,77.09595489501953,28.675825119018555,77.32151794433594,fastest,24850.85967171239,36.0,19633.0,706788.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
5,28.669578552246094,77.09595489501953,28.675825119018555,77.32151794433594,greenest,24850.85967171239,36.0,19633.0,706788.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
6,28.669578552246094,77.09595489501953,28.675825119018555,77.32151794433594,balanced,24850.85967171239,36.0,19633.0,706788.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
7,28.669578552246094,77.09595489501953,28.675825119018555,77.32151794433594,shortest,24055.413671712377,44.0,17458.0,768152.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
8,28.652149200439453,77.30143737792969,28.641115188598633,77.3125,fastest,3693.8604957582506,5.0,3598.0,17990.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
9,28.652149200439453,77.30143737792969,28.641115188598633,77.3125,greenest,3693.934495758251,5.0,3597.0,17985.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
10,28.652149200439453,77.30143737792969,28.641115188598633,77.3125,balanced,3693.934495758251,5.0,3597.0,17985.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
11,28.652149200439453,77.30143737792969,28.641115188598633,77.3125,shortest,3693.860495758251,5.0,3598.0,17990.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
12,28.716209411621094,77.11707305908203,28.546642303466797,77.30081176757812,fastest,35078.087073598734,47.0,30577.0,1437119.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
13,28.716209411621094,77.11707305908203,28.546642303466797,77.30081176757812,greenest,35078.087073598734,47.0,30577.0,1437119.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
14,28.716209411621094,77.11707305908203,28.546642303466797,77.30081176757812,balanced,35078.087073598734,47.0,30577.0,1437119.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
15,28.716209411621094,77.11707305908203,28.546642303466797,77.30081176757812,shortest,30460.170073598747,55.0,32056.0,1763080.0,0.0,0.0,90.0,10.0,0.07,astarbi,false
