sno,origin_lat,origin_lon,destination_lat,destination_lon,routing,distance,time,concentration,exposure,default_smoke,default_time,u_turn_costs,time_factor,pollution_factor,algorithm,curbside
0,28.715232849121094,77.2060546875,28.57415771484375,77.19537353515625,fastest,21531.22555381643,44.0,33518.0,1474792.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
1,28.715232849121094,77.2060546875,28.57415771484375,77.19537353515625,greenest,21531.22555381643,44.0,33518.0,1474792.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
2,28.715232849121094,77.2060546875,28.57415771484375,77.19537353515625,balanced,21531.22555381643,44.0,33518.0,1474792.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
3,28.715232849121094,77.2060546875,28.57415771484375,77.19537353515625,shortest,19343.61639500978,58.0,25866.0,1500228.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
4,28.669578552246094,77.09595489501953,28.675825119018555,77.32151794433594,fastest,26091.19867171238,53.0,32936.0,1745608.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
5,28.669578552246094,77.09595489501953,28.675825119018555,77.32151794433594,greenest,26091.561671712378,53.0,33329.0,1766437.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
6,28.669578552246094,77.09595489501953,28.675825119018555,77.32151794433594,balanced,26091.198671712376,53.0,32936.0,1745608.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
7,28.669578552246094,77.09595489501953,28.675825119018555,77.32151794433594,shortest,24055.413671712377,81.0,28323.0,2294163.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
8,28.652149200439453,77.30143737792969,28.641115188598633,77.3125,fastest,3859.323495758251,8.0,6597.0,52776.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
9,28.652149200439453,77.30143737792969,28.641115188598633,77.3125,greenest,3859.323495758251,8.0,6597.0,52776.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
10,28.652149200439453,77.30143737792969,28.641115188598633,77.3125,balanced,3859.323495758251,8.0,6597.0,52776.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
11,28.652149200439453,77.30143737792969,28.641115188598633,77.3125,shortest,3693.860495758251,8.0,5523.0,44184.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
12,28.716209411621094,77.11707305908203,28.546642303466797,77.30081176757812,fastest,35574.46228285457,63.0,51759.0,3260817.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
13,28.716209411621094,77.11707305908203,28.546642303466797,77.30081176757812,greenest,35574.46228285457,63.0,51759.0,3260817.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
14,28.716209411621094,77.11707305908203,28.546642303466797,77.30081176757812,balanced,35574.46228285457,63.0,51759.0,3260817.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
15,28.716209411621094,77.11707305908203,28.546642303466797,77.30081176757812,shortest,30460.170073598747,105.0,45351.0,4761855.0,0.0,0.0,-1.0,80.0,0.07,astarbi,false
